"LoanID","Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","DTIRatio","Education","EmploymentType","MaritalStatus","HasMortgage","HasDependents","LoanPurpose","HasCoSigner","Default"
"5NXTYSXE8M",53,69998,243123,357,112,2,10.06,12,0.17,"PhD","Unemployed","Married","Yes","Yes","Business","No",0
"XKY9BSQU6D",35,118211,229829,435,37,3,12.74,48,0.4,"Bachelor's","Self-employed","Divorced","Yes","Yes","Auto","Yes",0
"IWVLRGRLKY",18,147933,152471,798,0,1,10.14,12,0.23,"Bachelor's","Full-time","Married","Yes","Yes","Home","No",0
"ZJ7O5LYITH",50,65156,14154,657,24,2,22.1,48,0.48,"PhD","Unemployed","Married","No","No","Business","No",0
"WLLVKCKH3Q",47,87564,54413,567,59,2,20.08,36,0.56,"Master's","Unemployed","Divorced","Yes","No","Home","No",0
"OJ06S67A4P",35,119054,174949,820,84,1,14.56,24,0.38,"High School","Self-employed","Single","Yes","No","Auto","No",0
"KZZSJCWZO3",55,41575,171790,745,115,4,24.58,36,0.74,"High School","Self-employed","Single","Yes","No","Auto","Yes",0
"3UY8QVH1ZQ",45,19931,165953,347,57,4,12.78,48,0.21,"High School","Part-time","Single","Yes","Yes","Other","No",0
"ZPFJ9O11DJ",55,124651,215550,484,101,4,13.91,36,0.37,"PhD","Full-time","Single","Yes","No","Education","No",0
"0VYMMP3JTE",55,134985,115171,607,10,2,19.46,60,0.23,"Master's","Unemployed","Divorced","No","No","Home","No",0
"C0KWCNCZYC",25,125180,175570,362,8,3,11.76,60,0.46,"Master's","Full-time","Divorced","Yes","No","Other","Yes",0
"PR2MY1IAA5",40,78563,131040,355,6,1,7.72,24,0.58,"PhD","Full-time","Divorced","Yes","No","Home","Yes",0
"SHX017GOBY",57,104972,232621,608,94,1,23.37,24,0.4,"Bachelor's","Self-employed","Divorced","Yes","Yes","Other","Yes",0
"1Y7VO20X4N",28,40863,187550,526,32,1,2.72,24,0.41,"Master's","Part-time","Single","Yes","Yes","Business","No",0
"NOSE1Q5YC7",49,85901,204684,382,47,4,13.24,12,0.14,"Master's","Self-employed","Married","Yes","Yes","Auto","No",0
"PVIDD2YXQN",62,18777,211305,786,6,4,23.28,48,0.51,"Master's","Self-employed","Divorced","No","Yes","Other","Yes",0
"JXVZ3VOHEJ",26,86280,5491,379,68,4,17.4,24,0.69,"Master's","Part-time","Single","No","Yes","Auto","No",0
"XBHEIKKLND",38,128991,233298,837,37,3,3.71,48,0.46,"Master's","Part-time","Single","No","Yes","Other","Yes",0
"TFCRQBFAWQ",41,51424,108524,346,59,2,10.68,60,0.83,"Master's","Full-time","Single","No","Yes","Education","Yes",0
"3PD49P4AXH",33,116498,13008,836,69,3,3.66,60,0.84,"Master's","Unemployed","Single","No","No","Home","No",0
"CPZ431WLM7",34,95855,14486,788,109,3,12.77,24,0.84,"Master's","Part-time","Married","Yes","Yes","Auto","Yes",0
"5V254FY3FV",49,65486,67397,431,46,2,10.15,24,0.87,"PhD","Self-employed","Married","Yes","No","Business","No",0
"WM5TG7JTBL",23,120687,88037,611,69,2,13.87,60,0.36,"PhD","Part-time","Divorced","Yes","Yes","Auto","No",0
"MC4PAMNVIJ",43,62684,68258,801,15,3,17.71,48,0.69,"Master's","Unemployed","Single","Yes","Yes","Auto","Yes",0
"12DIAVQU2T",62,83077,224138,536,90,3,15.4,24,0.54,"Bachelor's","Full-time","Married","Yes","No","Other","No",0
"P2R0PP31JR",45,124339,215121,446,114,3,21.9,12,0.27,"High School","Full-time","Married","Yes","No","Business","No",0
"BRAEVXNMHT",33,131873,117188,418,80,1,8.48,36,0.65,"Bachelor's","Self-employed","Single","No","No","Education","Yes",0
"Q57S71CSM0",29,80726,128732,692,107,2,8.58,48,0.4,"High School","Self-employed","Divorced","Yes","Yes","Home","No",0
"36DMDQ2E0O",55,94553,42455,481,2,2,8.28,48,0.62,"PhD","Full-time","Divorced","Yes","No","Home","Yes",0
"IB6KRC4LWP",36,52059,102324,344,38,1,3.05,12,0.48,"Master's","Self-employed","Married","No","Yes","Home","Yes",0
"OO3S8DQ3LM",31,137215,39492,395,18,4,6.33,60,0.49,"PhD","Unemployed","Married","No","No","Other","Yes",0
"EST5BEDYQ1",34,90579,239792,377,35,4,21.16,48,0.63,"Master's","Part-time","Single","Yes","No","Business","Yes",0
"FKK1X22GQU",57,23554,108897,361,35,4,4.06,60,0.64,"High School","Full-time","Divorced","Yes","No","Other","Yes",0
"PUB1MO71JS",21,47083,52797,741,97,4,17.41,24,0.37,"Master's","Unemployed","Married","Yes","No","Education","No",0
"361XGX472M",60,21821,182941,829,86,4,3.42,36,0.17,"Bachelor's","Full-time","Single","No","No","Business","No",0
"AJGMB7BD2S",43,108994,125103,336,53,1,12.77,60,0.89,"Bachelor's","Self-employed","Married","No","No","Business","Yes",0
"I4YRNEZNHX",44,110973,145945,779,39,2,12.82,48,0.15,"PhD","Self-employed","Divorced","No","No","Home","Yes",0
"IA545KFUTW",46,141175,9176,456,61,2,23.42,36,0.45,"High School","Full-time","Single","Yes","Yes","Auto","Yes",0
"K6WTHSYK97",25,95232,138884,670,21,2,7.07,48,0.71,"High School","Full-time","Married","Yes","Yes","Business","Yes",0
"VFIRWPZU8Q",36,28020,144634,463,95,3,14.09,36,0.42,"Bachelor's","Unemployed","Divorced","No","Yes","Auto","No",0
"T55IJYJG4Q",32,148024,120687,756,117,4,23.24,24,0.21,"Master's","Unemployed","Divorced","No","Yes","Other","No",0
"U42VVYOZBB",54,81855,111190,823,17,1,4.82,60,0.18,"PhD","Self-employed","Single","Yes","Yes","Education","Yes",0
"FDAO1KO388",33,34851,53711,362,117,3,6.64,60,0.61,"Bachelor's","Self-employed","Divorced","Yes","Yes","Auto","Yes",0
"9AAEMYDP7Q",22,145649,82688,768,23,1,20.92,36,0.15,"High School","Full-time","Single","Yes","No","Auto","Yes",0
"LBDWB09URF",39,17263,28641,311,9,3,14.59,36,0.43,"Bachelor's","Part-time","Single","No","Yes","Home","Yes",0
"PWPPTV29HF",54,110630,210378,415,2,1,12.59,60,0.59,"PhD","Part-time","Married","Yes","Yes","Other","No",0
"UW8Q2KJV3G",63,106911,165213,442,66,2,4.31,12,0.3,"High School","Unemployed","Single","No","No","Education","No",0
"MX62W4GKD4",68,37238,79021,746,112,2,8.43,12,0.14,"PhD","Part-time","Single","Yes","No","Other","No",0
"2VWIMWZDUH",31,115507,33552,530,89,1,9.42,48,0.15,"Bachelor's","Part-time","Married","Yes","Yes","Business","No",0
"BTKGH4OFW0",35,15472,35220,505,64,4,12.23,24,0.42,"Bachelor's","Full-time","Single","Yes","Yes","Auto","Yes",0
"JLI13OSVHG",25,80779,148979,448,105,4,16.21,48,0.39,"Bachelor's","Self-employed","Divorced","No","No","Home","No",0
"0W0Z8FK4KN",44,47871,100228,777,55,3,22.75,24,0.89,"PhD","Self-employed","Single","No","Yes","Auto","No",0
"VD2GO6JFD6",34,21008,27786,622,15,3,23.12,12,0.26,"High School","Unemployed","Married","No","No","Home","No",0
"XIUFX8CUQR",22,34795,8922,798,106,2,13.58,24,0.67,"Master's","Unemployed","Divorced","No","Yes","Education","No",0
"P3E33Q1QCE",54,62495,117059,544,70,1,8.28,24,0.86,"High School","Part-time","Married","No","Yes","Home","No",0
"F63NKM1EXO",57,97243,84609,582,6,4,3.71,60,0.66,"High School","Part-time","Married","Yes","No","Other","Yes",0
"CN7WTDML8N",37,71578,201358,594,68,2,18.72,60,0.57,"Bachelor's","Part-time","Divorced","Yes","No","Business","No",0
"EVEV7RMGA4",34,63796,172196,748,46,3,19.15,24,0.37,"Master's","Unemployed","Married","Yes","No","Other","Yes",0
"18L0J2IA4E",38,20216,9248,420,2,3,21.93,60,0.34,"PhD","Full-time","Divorced","No","Yes","Home","Yes",0
"UDBLYP54M1",37,62198,218143,683,56,4,24.51,60,0.84,"Bachelor's","Part-time","Married","Yes","No","Home","Yes",0
"WRZXSROLZV",53,50284,17014,520,86,3,20.58,60,0.5,"High School","Full-time","Divorced","No","No","Business","No",0
"JO9C6022IS",41,149486,235907,614,86,1,23.14,36,0.74,"Master's","Part-time","Divorced","Yes","No","Business","Yes",0
"UGWTQEQD6D",32,143954,101102,574,30,4,8.72,36,0.34,"Master's","Part-time","Divorced","No","Yes","Business","Yes",0
"FTLVDR7I56",60,111721,128894,564,24,3,16.87,12,0.28,"Master's","Full-time","Married","Yes","Yes","Auto","No",0
"2DLERDITW0",56,80851,60228,588,89,4,17.18,12,0.42,"High School","Part-time","Married","No","No","Auto","Yes",0
"LVXYBC07JI",57,52411,169786,519,97,2,23.2,12,0.25,"Master's","Unemployed","Single","No","Yes","Auto","Yes",0
"NP8J2LAI9F",42,53840,175150,741,43,3,3.95,12,0.87,"Bachelor's","Part-time","Single","Yes","No","Home","No",0
"O6ZE6HDPAF",67,86493,231093,560,109,3,20.18,36,0.61,"Master's","Self-employed","Married","Yes","Yes","Business","Yes",0
"YM3MC4YV6L",58,43187,181907,800,91,1,23.65,24,0.74,"High School","Part-time","Divorced","Yes","Yes","Other","Yes",0
"I16Q3KYTUV",37,141980,189636,679,31,2,18.51,24,0.6,"Master's","Part-time","Divorced","Yes","No","Education","Yes",0
"W4S93OAP4Q",51,80256,240616,594,23,4,7.62,60,0.89,"Master's","Part-time","Divorced","No","No","Home","Yes",0
"LK0T4OQZBE",40,37133,233716,453,70,4,20.84,48,0.52,"Master's","Full-time","Married","Yes","No","Education","No",0
"09JL715ITB",53,47280,165583,849,50,2,23.54,60,0.43,"High School","Part-time","Divorced","Yes","Yes","Business","Yes",0
"H1ZOOA07EO",26,21733,56002,621,27,3,20.4,12,0.29,"Bachelor's","Full-time","Single","Yes","Yes","Education","No",0
"8RIJMITCYH",47,29613,172633,562,16,1,12.1,48,0.23,"Master's","Part-time","Single","No","No","Home","No",0
"YCGI8KOVCU",46,41362,235435,433,65,2,10.16,24,0.5,"Master's","Self-employed","Divorced","No","Yes","Auto","No",0
"TOAUBDQX0F",32,28260,197161,572,91,4,14.55,24,0.79,"Bachelor's","Self-employed","Divorced","Yes","No","Education","Yes",0
"OAMB8CA9MH",50,37265,236815,310,53,2,7.52,48,0.5,"High School","Part-time","Single","Yes","No","Home","Yes",0
"VLCCZ3B3J3",67,120107,37675,421,72,2,5.13,60,0.3,"Master's","Self-employed","Married","Yes","No","Home","No",0
"NI0PYL8UCR",24,83052,217311,693,119,2,22.63,12,0.62,"Master's","Unemployed","Married","No","Yes","Business","No",0
"C1XNFNAJKQ",63,122146,53549,361,14,1,8.73,24,0.5,"High School","Self-employed","Married","Yes","Yes","Business","No",0
"BPG6VNEA0H",18,33522,42965,540,3,3,17.38,60,0.16,"PhD","Full-time","Married","Yes","Yes","Business","No",0
"AAMKLWZR8R",35,58827,204161,537,11,4,4.71,12,0.44,"High School","Self-employed","Divorced","No","Yes","Other","No",0
"5SJME8C5N6",48,107692,27403,482,75,1,24.16,24,0.36,"Bachelor's","Full-time","Married","Yes","Yes","Home","Yes",0
"1X4BMDG1QP",51,121510,61352,749,87,4,14.32,60,0.21,"High School","Full-time","Divorced","No","Yes","Home","No",0
"841RGLDTY9",31,119932,173392,747,9,3,10.71,24,0.28,"Bachelor's","Self-employed","Married","Yes","Yes","Auto","Yes",0
"13JN0FVST0",27,25578,109534,463,113,2,4.27,36,0.69,"High School","Full-time","Single","Yes","No","Business","No",0
"HB6FO4RJI9",42,143198,193675,665,22,1,10.82,24,0.48,"Bachelor's","Part-time","Married","Yes","No","Other","Yes",0
"4REF51SI4T",39,143549,112973,639,102,2,18.71,12,0.43,"Master's","Self-employed","Married","Yes","Yes","Other","Yes",0
"ABCYUM5IHY",34,104026,173449,567,99,2,11.41,24,0.64,"PhD","Self-employed","Divorced","No","No","Other","No",0
"3XOAQ0OQIT",26,116946,228694,388,5,4,6.15,60,0.88,"High School","Self-employed","Single","Yes","Yes","Business","Yes",0
"WD964P6GX0",27,88196,116735,670,103,4,22.24,12,0.71,"High School","Part-time","Divorced","Yes","No","Education","No",0
"WH2UGYJB3G",60,16554,28149,514,100,2,18.48,12,0.39,"PhD","Unemployed","Single","No","Yes","Education","Yes",0
"BIMT0KOU61",46,30942,75346,602,50,4,15.45,36,0.42,"PhD","Unemployed","Divorced","Yes","No","Auto","Yes",0
"EMFV6F6ZMQ",41,58698,155862,331,57,1,10.84,12,0.88,"High School","Self-employed","Single","Yes","No","Other","Yes",0
"OJNPZBTZFR",58,30548,151152,640,108,2,13,48,0.71,"Master's","Full-time","Single","Yes","No","Other","Yes",0
"ZT1GHBZGL8",18,110029,225362,649,32,4,4.55,24,0.23,"Master's","Unemployed","Married","No","Yes","Home","No",0
"1TXWDEVYB1",22,65124,32981,465,75,4,14.88,48,0.87,"PhD","Full-time","Single","Yes","No","Education","No",0
"L5064VTGMZ",68,43634,20762,742,107,4,15.56,12,0.56,"Bachelor's","Full-time","Married","Yes","Yes","Business","No",0
"8FB7TRJK2T",43,125860,99870,482,77,3,16.85,24,0.57,"PhD","Full-time","Divorced","Yes","No","Business","Yes",0
"J2AJ5KU6JD",55,99027,201541,518,86,4,12.18,36,0.63,"Master's","Full-time","Single","Yes","No","Home","No",0
"BHQCW79225",39,148122,15715,534,21,3,22.49,36,0.71,"PhD","Self-employed","Divorced","No","Yes","Business","Yes",0
"UHFKLS9DDI",25,93093,188697,828,51,1,24.01,36,0.27,"PhD","Self-employed","Divorced","No","Yes","Education","No",0
"ZUU13G2YS2",56,79199,248397,509,2,2,6.5,36,0.61,"High School","Part-time","Married","Yes","Yes","Other","Yes",0
"SPK2B6X1TM",19,40549,113643,625,87,3,20.05,48,0.45,"PhD","Self-employed","Divorced","Yes","Yes","Other","No",0
"YLGYBKKTP9",44,109777,13545,458,75,1,21.77,12,0.69,"High School","Self-employed","Divorced","No","Yes","Business","Yes",0
"IMXN6J1QCL",67,123340,167784,358,84,3,11.16,60,0.38,"High School","Part-time","Single","No","No","Home","Yes",0
"BKFTI3LYD2",63,102294,142749,633,112,4,20.65,12,0.7,"Master's","Full-time","Divorced","Yes","No","Other","No",0
"P7Y3ZLXCPI",63,118022,16501,734,23,3,9.85,12,0.72,"Master's","Part-time","Single","No","Yes","Home","Yes",0
"F1Y47ZB21E",46,141156,39667,428,16,4,22.82,60,0.12,"PhD","Part-time","Single","No","Yes","Education","Yes",0
"3G4J0APCFF",40,46254,69796,565,37,3,3.55,60,0.52,"Bachelor's","Self-employed","Single","Yes","No","Business","Yes",0
"97GPVSZ4J6",43,77125,101391,725,6,3,21.08,48,0.59,"Master's","Part-time","Divorced","Yes","Yes","Home","Yes",0
"CPV1HCAU4D",58,81195,11377,344,48,1,8.63,60,0.42,"High School","Part-time","Married","Yes","No","Business","No",0
"SGYU0UJZDX",19,141505,65441,662,66,3,19.1,48,0.76,"High School","Full-time","Divorced","Yes","Yes","Business","No",0
"C0BKX8U559",56,62641,47340,802,62,2,8.86,60,0.65,"Bachelor's","Self-employed","Single","No","Yes","Business","Yes",0
"VTCBZJ6OKV",69,51064,135331,662,33,1,17.44,12,0.7,"Bachelor's","Unemployed","Single","Yes","Yes","Home","Yes",0
"42297PJZT1",58,116923,241879,375,96,4,23.29,24,0.18,"Master's","Unemployed","Married","Yes","No","Business","No",0
"VPFVIQBDEU",65,121967,112158,437,19,3,10.04,60,0.21,"PhD","Self-employed","Divorced","No","Yes","Education","Yes",0
"YGN7I5TWCT",51,101640,68636,668,5,1,11.33,48,0.33,"Master's","Self-employed","Divorced","No","No","Other","No",0
"4B8YQJ4IVT",64,119538,244573,822,17,3,6.32,48,0.53,"High School","Unemployed","Married","No","No","Business","Yes",0
"JR7D9UKNSJ",39,77199,233506,601,63,4,3.81,60,0.41,"High School","Unemployed","Married","No","Yes","Home","Yes",0
"WCDFT4UV6K",61,45495,31651,458,110,4,16.54,48,0.17,"High School","Part-time","Married","Yes","No","Education","Yes",0
"WMYVUSZRK0",61,29068,82745,505,91,1,5.34,12,0.27,"Bachelor's","Part-time","Single","Yes","No","Business","No",0
"KE7N9DLDBG",36,137545,53596,333,112,2,14.98,24,0.12,"High School","Full-time","Married","Yes","No","Home","Yes",0
"3MQSC8HW4A",57,140610,102337,353,58,3,4.04,24,0.35,"High School","Unemployed","Divorced","Yes","No","Business","Yes",0
"KV7IYQLJ3Z",45,116994,105113,373,69,2,18.22,24,0.72,"Bachelor's","Self-employed","Single","No","No","Home","No",0
"GJN9PKP8A9",37,131463,244837,802,101,4,12.65,36,0.89,"PhD","Full-time","Divorced","Yes","No","Education","Yes",0
"UOEBOWA3G8",47,17352,62297,441,56,2,22.98,48,0.2,"PhD","Full-time","Single","Yes","No","Home","No",0
"08U8UK9I06",45,82768,9926,447,3,1,20.13,48,0.65,"Bachelor's","Self-employed","Married","Yes","Yes","Business","Yes",0
"KWDF8YTWIK",48,133868,203146,658,17,3,9.97,36,0.17,"Master's","Self-employed","Divorced","Yes","No","Education","No",0
"QJH2KECXLW",30,101812,209296,801,10,1,5.32,48,0.88,"Master's","Full-time","Married","Yes","Yes","Auto","Yes",0
"FFSA8BRMU3",23,128538,168102,553,68,3,6.25,24,0.45,"Master's","Unemployed","Divorced","Yes","No","Home","No",0
"MCA1CU3SGB",29,148583,176646,496,51,4,21.32,36,0.85,"High School","Unemployed","Single","Yes","Yes","Business","No",0
"S0J3HV6IPZ",18,53392,201784,641,23,4,11.37,12,0.14,"Bachelor's","Part-time","Single","No","Yes","Auto","No",0
"ZTT6WSXPOY",50,81282,142881,437,42,2,18.96,24,0.63,"Bachelor's","Full-time","Married","No","No","Other","No",0
"Z0L5WZWEU8",37,27597,143080,552,41,3,2.27,36,0.68,"High School","Part-time","Married","No","Yes","Other","No",0
"2418QX6JGF",29,138547,177586,543,89,4,8.05,36,0.85,"Bachelor's","Full-time","Married","No","Yes","Home","Yes",0
"NZGWFP6CYB",49,85850,218823,397,30,3,11.16,24,0.38,"Master's","Full-time","Divorced","No","Yes","Auto","No",0
"C75TS9PXJT",44,49411,39213,411,58,3,17.13,48,0.78,"High School","Part-time","Married","Yes","No","Auto","Yes",0
"WXIN1B6L8X",24,43666,120178,490,61,4,7.27,36,0.52,"High School","Part-time","Single","Yes","No","Education","No",0
"52EV3GBXMO",42,108746,130622,532,7,1,11.27,60,0.72,"Master's","Self-employed","Married","Yes","No","Home","Yes",0
"XOIA0BH0WC",66,30607,107026,619,72,4,21.42,12,0.87,"High School","Self-employed","Single","No","Yes","Business","No",0
"03NLYRV46R",32,79734,216081,368,2,1,18.76,24,0.42,"PhD","Part-time","Single","Yes","Yes","Education","No",0
"J5NQTI3HMQ",24,65093,74167,766,41,2,23.48,48,0.43,"High School","Full-time","Divorced","No","Yes","Other","Yes",0
"YW9HR5SOWJ",36,85094,160646,839,117,4,14.57,36,0.82,"PhD","Unemployed","Married","No","No","Education","No",0
"GRI518JBSI",52,77179,79971,719,114,1,18.45,60,0.31,"Master's","Part-time","Married","Yes","Yes","Home","Yes",0
"DPDX38PWUV",40,31032,23386,613,104,4,4.68,36,0.8,"High School","Full-time","Single","Yes","No","Education","Yes",0
"FQW88S3FUR",25,30912,41139,466,10,3,10.08,60,0.78,"PhD","Full-time","Married","No","No","Auto","No",0
"8OHEQW5BJ3",20,91715,135275,651,77,3,12.08,48,0.82,"High School","Part-time","Married","No","Yes","Education","Yes",0
"IQSAGABFJY",36,122434,107137,778,104,1,22.73,60,0.27,"Master's","Self-employed","Single","Yes","No","Education","No",0
"38QJH7RUYT",18,59871,115608,666,17,3,2.1,48,0.42,"High School","Part-time","Married","No","No","Auto","No",0
"NX44W31B69",42,26826,21970,474,80,3,11.68,48,0.26,"PhD","Part-time","Single","No","No","Auto","No",0
"WPKGSBXA6R",56,58830,190223,407,14,1,16.02,48,0.47,"PhD","Self-employed","Married","Yes","Yes","Auto","No",0
"MK5E819DR0",30,15037,153323,466,116,3,20.57,24,0.2,"PhD","Part-time","Single","No","No","Business","No",0
"E4FGU8F5OL",66,69166,157114,441,17,3,7.65,24,0.7,"Master's","Part-time","Divorced","Yes","No","Auto","No",0
"G5KSP5IWUU",62,96658,50535,623,71,2,17.03,48,0.66,"High School","Full-time","Single","Yes","No","Other","No",0
"0UL57N2AQF",33,126510,205940,584,111,4,6.79,12,0.46,"PhD","Part-time","Married","Yes","Yes","Auto","No",0
"IZ9C0DP9LJ",24,81771,223979,506,1,2,18.22,48,0.75,"PhD","Full-time","Single","No","No","Education","No",0
"MX8ENILONG",41,31227,79634,329,57,4,13.67,48,0.73,"Bachelor's","Unemployed","Single","No","Yes","Home","No",0
"AU2UBE29VX",24,123853,27493,331,43,1,9.04,48,0.64,"Bachelor's","Part-time","Divorced","No","No","Other","No",0
"YZ9KDMJ6HR",54,50186,22546,653,91,2,11.08,60,0.7,"Bachelor's","Full-time","Single","No","No","Auto","Yes",0
"P8AFA6GF3Y",56,26286,126237,404,29,2,12.39,60,0.46,"Master's","Full-time","Married","Yes","No","Business","No",0
"NXIV2EESH7",43,59246,147251,805,22,2,24.55,36,0.32,"Bachelor's","Unemployed","Single","Yes","No","Home","No",0
"NOPC9CQD6Y",69,101516,160432,727,82,2,5.8,36,0.67,"Bachelor's","Part-time","Married","No","No","Education","Yes",0
"FZTKFDOCU3",33,49402,86080,712,24,1,6.05,12,0.84,"PhD","Unemployed","Married","Yes","Yes","Auto","No",0
"X3HJUX3HWE",69,41732,96652,507,75,3,23.36,24,0.68,"High School","Part-time","Married","No","Yes","Auto","Yes",0
"FVVVDU67ED",44,50263,80686,493,2,3,18.36,24,0.41,"Bachelor's","Self-employed","Divorced","No","Yes","Business","Yes",0
"KW3FAE23NY",23,121345,87382,564,77,3,10.7,60,0.26,"High School","Unemployed","Divorced","Yes","Yes","Business","No",0
"IMJFP69SGQ",49,144886,171750,612,7,2,7.49,12,0.88,"PhD","Self-employed","Married","Yes","Yes","Education","Yes",0
"3U3VV5DBMO",32,129561,201017,640,93,3,10.9,48,0.31,"Bachelor's","Unemployed","Married","No","Yes","Education","No",0
"V1DJUA9GC2",21,132397,59310,658,1,3,20.67,36,0.9,"PhD","Part-time","Divorced","Yes","Yes","Business","No",0
"57TKRUXNJT",19,76443,117737,754,96,2,9.05,48,0.35,"Master's","Full-time","Single","Yes","No","Home","Yes",0
"PNRE399EUV",54,74954,242196,635,59,4,9.05,36,0.4,"Bachelor's","Unemployed","Single","Yes","Yes","Education","Yes",0
"D8NJ1G5L46",40,90464,249820,361,91,4,18.94,48,0.2,"Master's","Part-time","Single","Yes","No","Other","No",0
"CZNHEKVQ7S",58,92410,208913,569,35,2,11.54,24,0.37,"PhD","Full-time","Divorced","Yes","No","Home","No",0
"ROIUCNG5RS",56,70432,21340,815,17,2,19.15,24,0.48,"Master's","Full-time","Married","Yes","No","Home","Yes",0
"EYVDO47S1D",25,123582,135248,735,107,4,17.03,12,0.86,"Bachelor's","Full-time","Single","No","No","Business","Yes",0
"5889B6EF76",48,50777,153455,320,73,3,6.88,60,0.4,"Bachelor's","Self-employed","Married","Yes","Yes","Home","No",0
"PTOCM58GYW",19,28135,34601,808,70,3,17.44,12,0.41,"Bachelor's","Self-employed","Divorced","Yes","No","Education","No",0
"7GIW4NL4JV",41,101494,245937,660,54,2,2.88,60,0.48,"PhD","Part-time","Single","Yes","Yes","Education","Yes",0
"PWZLQMQNHK",61,22586,47085,366,118,1,19.92,24,0.61,"Master's","Self-employed","Divorced","Yes","No","Business","No",0
"EWJXXOYVC4",29,146884,112912,828,107,4,18.21,12,0.72,"Bachelor's","Part-time","Divorced","No","No","Other","Yes",0
"E116EU45IS",48,74778,178908,766,18,3,20.95,48,0.32,"Bachelor's","Unemployed","Single","Yes","No","Education","No",0
"RHD2Q8WJ0I",31,135454,38427,512,57,2,18.88,48,0.26,"Bachelor's","Full-time","Divorced","No","No","Education","No",0
"02SFIJ5S3Y",30,54557,157648,799,47,3,14.43,60,0.15,"Bachelor's","Part-time","Married","Yes","No","Other","No",0
"YQZRZLUJIJ",66,79020,63436,411,91,2,5.78,48,0.58,"PhD","Unemployed","Single","No","No","Education","Yes",0
"U2Z8ZV4856",26,53697,121049,826,99,4,2.6,24,0.36,"PhD","Self-employed","Married","No","No","Auto","No",0
"BWCJ4DPTFH",54,71428,89106,366,97,4,20.21,36,0.53,"Master's","Self-employed","Divorced","No","No","Home","No",0
"0JCHAEXPCG",39,123681,70239,686,67,2,9.46,48,0.52,"Master's","Self-employed","Single","Yes","Yes","Other","Yes",0
"AOB78MCXDS",48,89614,193367,546,113,3,18.64,36,0.3,"PhD","Self-employed","Married","No","Yes","Education","No",0
"BWUDOL81IB",24,77496,119974,817,103,1,22.14,24,0.47,"PhD","Part-time","Single","Yes","Yes","Auto","No",0
"S0FQF59VIL",62,56886,130800,650,86,4,24.23,36,0.51,"Master's","Full-time","Divorced","No","No","Education","No",0
"LBD9EHHF4U",25,88186,122535,454,90,4,8.87,60,0.18,"PhD","Self-employed","Single","Yes","No","Other","No",0
"HA232N4NGZ",51,63511,55610,712,85,4,23.83,12,0.59,"Bachelor's","Part-time","Single","No","No","Home","Yes",0
"Y1B55GQWUE",26,131439,224443,821,119,3,23.22,24,0.68,"PhD","Unemployed","Divorced","Yes","Yes","Business","No",0
"H0TIRZ0VN0",54,63245,88223,523,55,3,24.45,24,0.38,"High School","Full-time","Single","Yes","No","Education","No",0
"BHHML4N7Q1",40,70594,95689,490,59,3,9.1,24,0.77,"PhD","Part-time","Single","No","No","Education","Yes",0
"TIVR5LCXTW",54,43099,19328,491,115,4,16.61,12,0.18,"Master's","Unemployed","Single","Yes","Yes","Other","No",0
"XTNFASSK1T",69,116997,98220,531,75,4,7.66,12,0.76,"PhD","Full-time","Single","Yes","No","Auto","Yes",0
"51ZTY10REJ",38,80705,19702,819,50,4,17.57,36,0.41,"High School","Self-employed","Divorced","No","No","Education","Yes",0
"AG66CVSJ3B",36,89576,118272,811,70,2,18.99,60,0.3,"PhD","Unemployed","Divorced","No","No","Business","No",0
"758TC7HT9Q",18,104360,190026,729,65,1,18.26,12,0.45,"Bachelor's","Self-employed","Single","No","No","Other","Yes",0
"VGE5WQBOE2",22,84097,196374,659,25,4,13.7,60,0.79,"Master's","Unemployed","Divorced","No","Yes","Other","No",0
"UQP21PO1HE",36,101925,125343,484,51,4,15.41,60,0.56,"Master's","Part-time","Divorced","Yes","No","Other","No",0
"VT2K01W7ND",37,115229,60016,530,68,1,22.06,36,0.57,"Bachelor's","Part-time","Divorced","Yes","Yes","Education","Yes",0
"LSGPCUH8L5",68,33703,179442,549,61,1,22.24,60,0.27,"Bachelor's","Full-time","Divorced","No","No","Home","Yes",0
"EXNSJ7YOSS",43,74748,103062,511,94,2,18.38,12,0.87,"High School","Part-time","Married","No","Yes","Auto","No",0
"P8SQMFKPJO",65,110591,203854,747,6,2,13.96,36,0.3,"High School","Full-time","Married","Yes","Yes","Auto","No",0
"QRYG3G3H2K",38,89046,12561,741,84,1,10.02,36,0.39,"Master's","Full-time","Divorced","Yes","No","Education","No",0
"JXV137E6SX",24,49182,45598,672,26,4,19.8,48,0.87,"Master's","Unemployed","Single","No","No","Business","Yes",0
"XI7X18W7ON",53,125529,191103,652,118,3,12.13,36,0.86,"High School","Full-time","Single","Yes","Yes","Auto","No",0
"IY3RFY5V38",31,146776,9511,575,54,1,16.06,48,0.8,"Master's","Part-time","Divorced","No","Yes","Education","No",0
"AH6JSMZWC6",55,123565,29685,389,28,1,14.65,12,0.11,"Master's","Self-employed","Married","Yes","No","Business","No",0
"WCLNK4KNCL",60,99930,213034,609,57,3,12.73,12,0.6,"Master's","Unemployed","Divorced","No","Yes","Home","Yes",0
"ZXWZ6Z6VYT",49,71866,224968,837,34,3,19.73,60,0.37,"Master's","Part-time","Married","Yes","Yes","Auto","No",0
